experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,10,0,60000,1000,11000,0.001000,10.00,98.59,98.63,15.90,18.80,27.64,28.33,90.98,91.54,25.80,28.00,66.84,66.25,88.29,89.04,56.20,60.40,70.27,70.62,18.80,28.00,60.40,28.33,66.25,70.62
0,11,0,60000,1000,12000,0.002000,20.00,98.59,98.63,28.80,29.60,27.73,28.43,88.29,89.04,39.90,40.40,67.74,68.10,85.00,85.68,66.40,70.80,74.54,75.13,29.60,40.40,70.80,28.43,68.10,75.13
0,12,1,60000,1000,13000,0.002000,20.00,98.59,98.63,39.50,38.80,28.64,29.23,85.00,85.68,21.80,25.20,70.48,71.29,88.69,89.20,66.90,70.80,72.67,73.63,38.80,25.20,70.80,29.23,71.29,73.63
0,13,1,60000,1000,14000,0.002000,20.00,98.59,98.63,36.50,41.60,29.20,30.11,88.69,89.20,2.20,1.60,67.64,68.49,88.73,88.77,85.20,84.40,71.95,72.14,41.60,1.60,84.40,30.11,68.49,72.14
0,14,1,60000,1000,15000,0.002000,20.00,98.59,98.63,34.50,40.40,29.55,30.80,88.73,88.77,9.90,10.00,67.81,68.00,88.69,88.56,73.60,74.80,70.23,70.69,40.40,10.00,74.80,30.80,68.00,70.69
0,15,2,60000,1000,16000,0.002000,20.00,98.59,98.63,38.00,34.80,30.08,31.05,88.69,88.56,19.30,23.20,67.05,67.72,90.38,90.37,76.10,74.40,70.26,70.70,34.80,23.20,74.40,31.05,67.72,70.70
0,16,0,60000,1000,17000,0.002000,10.00,98.59,98.63,48.90,49.20,31.19,32.12,90.38,90.37,22.40,22.40,67.45,67.86,93.45,93.71,76.20,74.40,71.92,72.02,49.20,22.40,74.40,32.12,67.86,72.02
0,17,0,60000,1000,18000,0.002000,10.00,98.59,98.63,20.70,24.00,30.61,31.67,93.45,93.71,21.40,23.20,69.12,69.31,93.28,93.72,87.20,85.60,71.82,72.07,24.00,23.20,85.60,31.67,69.31,72.07
0,18,0,60000,1000,19000,0.003000,10.00,98.59,98.63,28.20,29.60,30.48,31.56,93.28,93.72,14.60,15.20,68.81,69.07,91.34,91.62,55.10,49.20,75.02,75.31,29.60,15.20,49.20,31.56,69.07,75.31
0,19,1,60000,1000,20000,0.003000,10.00,98.59,98.63,18.50,11.20,29.88,30.54,91.34,91.62,14.20,12.80,71.97,72.18,92.67,93.13,94.60,91.20,74.92,75.02,11.20,12.80,91.20,30.54,72.18,75.02
